hhid,zone,state,lga,sector,ea,year,crop_code,crop_code_text,field_size,quant_harv_kg,value_harvest,value_harvest_hh,ha_planted,ha_harvest,number_trees_planted,percent_field,percent_inputs,ha_harv_yld,ha_plan_yld,sales_value,kgs_sold,land_size,farm_area,farm_size_agland,n_kg,p_kg,k_kg,n_org_kg,npk_kg,urea_kg,inorg_fert_kg,org_fert_kg,pest_kg,herb_kg,all_use_inorg_fert,use_pest,use_herb,annual_selfemp_profit,annual_salary,annual_salary_agwage,labor_family,labor_hired,labor_nonhired,total_labor_day,wave,plot_id_x,plot_id_y,t2m,rh2m,prectotcorr,year_former,actor1,conflict_event,total_fatalities,total_combined_fatalities,total_number_conflict_event,military_presence
189016,north west,kaduna,chikun,rural,1554.0,2019,1070,guinea corn (sorghum),0.2709999978542328,0.0,0.0,0.0,0.1354999989271164,0.0,0.0,0.5,0.5,0.0,0.1354999989271164,0.0,0.0,1.2709999978542328,1.2709999978542328,1.2709999978542328,105.0,24.0,22.0,0.0,200.0,150.0,350.0,0.0,8.0,0.0,1.0,1.0,0.0,24000.0,0.0,0.0,190.0,18.0,14.0,222.0,1,,,24.64214880952381,67.51151158474143,135.94,2019.0,fulani ethnic militia (nigeria),1.0,24.0,24.0,4.0,0.0
189016,north west,kaduna,chikun,rural,1554.0,2019,1070,guinea corn (sorghum),0.2709999978542328,0.0,0.0,0.0,0.1354999989271164,0.0,0.0,0.5,0.5,0.0,0.1354999989271164,0.0,0.0,1.2709999978542328,1.2709999978542328,1.2709999978542328,105.0,24.0,22.0,0.0,200.0,150.0,350.0,0.0,8.0,0.0,1.0,1.0,0.0,24000.0,0.0,0.0,190.0,18.0,14.0,222.0,1,,,24.64214880952381,67.51151158474143,135.94,2019.0,kaduna communal militia (nigeria),1.0,0.0,0.0,3.0,0.0
189045,north west,kaduna,ikara,rural,674.0,2019,1070,guinea corn (sorghum),0.1741500049829483,300.0,42000.0,42000.0,0.043537501245737076,0.043537501245737076,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.5068100169301033,0.5068100169301033,0.5068100169301033,143.5,42.0,38.5,0.0,350.0,175.0,525.0,0.0,0.0,0.0,1.0,0.0,0.0,108600.0,0.0,0.0,66.0,8.0,0.0,74.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189047,north west,kaduna,ikara,rural,674.0,2019,1070,guinea corn (sorghum),0.2003300040960312,100.0,14000.0,14000.0,0.0500825010240078,0.0500825010240078,0.0,0.25,0.25,0.0500825010240078,0.0500825010240078,0.0,0.0,1.2557400315999985,1.2557400315999985,1.2557400315999985,40.5984,1.5264,1.3992,10.0,12.719999,83.28,96.0,1000.0,0.0,0.0,1.0,0.0,0.0,298400.0,0.0,0.0,22.0,12.0,3.0,37.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189048,north west,kaduna,ikara,rural,674.0,2019,1070,guinea corn (sorghum),0.47071000933647156,153.0,21420.0,14000.0,0.11767750233411789,0.11767750233411789,0.0,0.5,0.5,0.07746750116348267,0.07746750116348267,0.0,0.0,0.6088100075721741,0.6088100075721741,0.6088100075721741,38.6532,6.6144,6.0631995,0.0,55.119995,62.46,117.58,0.0,1.0,0.0,1.0,1.0,0.0,148500.0,0.0,0.0,58.0,3.0,0.0,61.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189052,north west,kaduna,ikara,rural,792.0,2019,1070,guinea corn (sorghum),0.4228940084576607,800.0,112000.0,112000.0,0.19792133942246437,0.19792133942246437,0.0,1.3333333432674408,1.3333333432674408,0.17087000608444214,0.17087000608444214,0.0,0.0,0.4605860076844692,0.44191600754857063,0.44191600754857063,147.0,6.0,5.5,17.0,50.0,300.0,350.0,1700.0,6.0,4.0,1.0,1.0,1.0,207600.0,0.0,0.0,31.0,4.0,0.0,35.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189055,north west,kaduna,ikara,rural,792.0,2019,1070,guinea corn (sorghum),0.3116700053215027,1000.0,140000.0,140000.0,0.3116700053215027,0.3116700053215027,0.0,1.0,1.0,0.3116700053215027,0.3116700053215027,0.0,0.0,0.3116700053215027,0.3116700053215027,0.3116700053215027,32.0,6.0,5.5,0.0,50.0,50.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,900000.0,0.0,0.0,100.0,23.0,0.0,123.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189057,north west,kaduna,ikara,rural,792.0,2019,1070,guinea corn (sorghum),0.1281300038099289,200.0,28000.0,32000.0,0.032032500952482224,0.032032500952482224,0.0,0.25,0.25,0.0,0.0,8000.0,100.0,0.21560900658369064,0.21560900658369064,0.21560900658369064,73.0,18.0,16.5,0.0,150.0,100.0,250.0,0.0,0.0,0.0,1.0,0.0,0.0,75600.0,0.0,0.0,91.0,8.0,0.0,99.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189058,north west,kaduna,ikara,rural,792.0,2019,1070,guinea corn (sorghum),0.08388400077819824,300.0,42000.0,42000.0,0.08388400077819824,0.08388400077819824,0.0,1.0,1.0,0.08388400077819824,0.08388400077819824,0.0,0.0,0.4440729981288314,0.4322329983115196,0.4322329983115196,99.099396,9.667199,8.861599,15.0,80.56,183.91,264.47,1500.0,1.0,1.0,1.0,1.0,1.0,859000.0,0.0,0.0,24.0,7.0,0.0,31.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189109,north west,kaduna,kajuru,rural,42.0,2019,1070,guinea corn (sorghum),0.6675199866294861,700.0,98000.0,98000.0,0.6675199866294861,0.6675199866294861,0.0,1.0,1.0,0.6675199866294861,0.6675199866294861,14000.0,200.0,0.6675199866294861,0.6675199866294861,0.6675199866294861,91.0,30.0,27.5,0.0,250.0,100.0,350.0,0.0,3.0,8.0,1.0,1.0,1.0,179400.0,462000.0,0.0,181.0,63.0,0.0,244.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189116,north west,kaduna,kajuru,rural,42.0,2019,1070,guinea corn (sorghum),0.6051499843597412,500.0,70000.0,70000.0,0.3025749921798706,0.3025749921798706,0.0,0.5,0.5,0.3025749921798706,0.3025749921798706,7000.0,100.0,0.7793099880218506,0.7793099880218506,0.7793099880218506,34.5,0.0,0.0,0.0,0.0,75.0,75.0,0.0,0.0,2.0,1.0,0.0,1.0,82560.0,0.0,0.0,67.0,0.0,6.0,73.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189118,north west,kaduna,kajuru,rural,42.0,2019,1070,guinea corn (sorghum),3.24429988861084,200.0,28000.0,32000.0,0.8049767017364502,0.8049767017364502,0.0,0.24812030792236328,0.24812030792236328,0.8049767017364502,0.8049767017364502,16000.0,200.0,3.7682198882102966,3.7682198882102966,3.7682198882102966,128.0,24.0,22.0,0.0,200.0,200.0,400.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,312.0,65.0,0.0,377.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189130,north west,kaduna,kajuru,rural,522.0,2019,1070,guinea corn (sorghum),0.27324000000953674,100.0,14000.0,14000.0,0.06831000000238419,0.05123250186443329,0.0,0.25,0.25,0.05123250186443329,0.06831000000238419,0.0,0.0,0.6426799893379211,0.6426799893379211,0.6426799893379211,334.0,54.0,49.5,0.0,450.0,550.0,1000.0,0.0,7.0,8.0,1.0,1.0,1.0,10000.0,0.0,0.0,74.0,0.0,0.0,74.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189144,north west,kaduna,lere,rural,572.0,2019,1070,guinea corn (sorghum),1.2350000143051147,400.0,56000.0,60000.0,0.6175000071525574,0.6175000071525574,0.0,0.5,0.5,0.6175000071525574,0.6175000071525574,22500.0,300.0,2.8575100004673004,2.496639996767044,2.8575100004673004,288.0,54.0,49.5,5.0,450.0,450.0,900.0,500.0,0.0,12.0,1.0,0.0,1.0,121000.0,0.0,0.0,85.0,0.0,0.0,85.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189147,north west,kaduna,lere,rural,726.0,2019,1070,guinea corn (sorghum),0.6183599829673767,1000.0,140000.0,140000.0,0.15458999574184418,0.15458999574184418,0.0,0.25,0.25,0.15458999574184418,0.15458999574184418,0.0,0.0,0.6183599829673767,0.6183599829673767,0.6183599829673767,27.0,18.0,16.5,0.0,150.0,0.0,150.0,0.0,0.0,2.0,1.0,0.0,1.0,180000.0,0.0,0.0,40.0,22.0,8.0,70.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189156,north west,kaduna,lere,rural,726.0,2019,1070,guinea corn (sorghum),1.2140580415725708,600.0,84000.0,84000.0,0.3035145103931427,0.3035145103931427,0.0,0.25,0.25,0.3035145103931427,0.3035145103931427,0.0,0.0,3.237488090991974,3.237488090991974,3.237488090991974,1389.0,144.0,132.0,26.0,1200.0,2550.0,3750.0,2600.0,14.0,34.0,1.0,1.0,1.0,6038400.0,0.0,0.0,13.0,46.0,0.0,59.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189162,north west,kaduna,lere,rural,880.0,2019,1070,guinea corn (sorghum),0.40468600392341614,1000.0,140000.0,140000.0,0.13489533960819244,0.13489533960819244,0.0,0.3333333432674408,0.3333333432674408,0.13489533960819244,0.13489533960819244,0.0,0.0,0.5118260011076927,0.5118260011076927,0.5118260011076927,117.0,78.0,71.5,0.0,650.0,0.0,650.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,756000.0,0.0,52.0,204.0,0.0,256.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189167,north west,kaduna,lere,rural,880.0,2019,1070,guinea corn (sorghum),1.1755000352859497,1200.0,84000.0,84000.0,0.3918333649635315,0.2938750386238098,0.0,0.3333333432674408,0.3333333432674408,0.2938750386238098,0.3918333649635315,7000.0,100.0,2.1755000352859497,2.1755000352859497,2.1755000352859497,54.0,36.0,33.0,0.0,300.0,0.0,300.0,0.0,0.0,8.0,1.0,0.0,1.0,67800.0,232400.0,0.0,24.0,17.0,0.0,41.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189169,north west,kaduna,makarfi,rural,76.0,2019,1070,guinea corn (sorghum),1.4408999681472778,1200.0,168000.0,168000.0,0.7240703701972961,0.7240703701972961,0.0,0.5025125741958618,0.5025125741958618,0.7240703701972961,0.7240703701972961,0.0,0.0,2.1777139753103256,2.1376639753580093,2.1376639753580093,325.0,48.0,44.0,15.5,400.0,550.0,950.0,1550.0,1.0,10.0,1.0,1.0,1.0,294000.0,0.0,0.0,62.0,30.0,0.0,92.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189170,north west,kaduna,makarfi,rural,76.0,2019,1070,guinea corn (sorghum),0.10728000104427338,400.0,56000.0,56000.0,0.10728000104427338,0.10728000104427338,0.0,1.0,1.0,0.10728000104427338,0.10728000104427338,0.0,0.0,0.7838739976286888,0.7838739976286888,0.7838739976286888,119.0,18.0,16.5,17.0,150.0,200.0,350.0,1700.0,3.0,2.0,1.0,1.0,1.0,51600.0,0.0,0.0,69.0,14.0,0.0,83.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189175,north west,kaduna,makarfi,rural,76.0,2019,1070,guinea corn (sorghum),0.11146999895572662,500.0,70000.0,70000.0,0.11146999895572662,0.11146999895572662,0.0,1.0,1.0,0.11146999895572662,0.11146999895572662,0.0,0.0,1.0742999911308289,1.0742999911308289,1.0742999911308289,36.5,9.0,8.25,23.5,75.0,50.0,125.0,2350.0,0.0,24.0,1.0,0.0,1.0,552000.0,0.0,0.0,75.0,153.0,0.0,228.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189179,north west,kaduna,makarfi,rural,76.0,2019,1070,guinea corn (sorghum),0.29607999324798584,800.0,112000.0,112000.0,0.29607999324798584,0.29607999324798584,0.0,1.0,1.0,0.29607999324798584,0.29607999324798584,35000.0,500.0,0.9988540187478065,0.9988540187478065,0.9988540187478065,147.0,6.0,5.5,25.0,50.0,300.0,350.0,2500.0,0.0,2.0,1.0,0.0,1.0,756000.0,0.0,0.0,35.0,5.0,2.0,42.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189192,north west,kaduna,sabon gari,urban,818.0,2019,1070,guinea corn (sorghum),0.34558001160621643,700.0,98000.0,98000.0,0.17279000580310822,0.17279000580310822,0.0,0.5,0.5,0.17279000580310822,0.17279000580310822,0.0,0.0,0.34558001160621643,0.34558001160621643,0.34558001160621643,73.0,18.0,16.5,40.0,150.0,100.0,250.0,4000.0,0.0,0.0,1.0,0.0,0.0,558000.0,0.0,0.0,70.0,22.0,2.0,94.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189193,north west,kaduna,soba,rural,24.0,2019,1070,guinea corn (sorghum),0.7282399833202362,400.0,56000.0,56000.0,0.31724607944488525,0.31724607944488525,0.0,0.8975903689861298,0.8975903689861298,0.31724607944488525,0.31724607944488525,0.0,0.0,1.3700199648737907,1.3700199648737907,1.3700199648737907,217.5,30.0,27.5,20.0,250.0,375.0,625.0,2000.0,0.0,4.0,1.0,0.0,1.0,86400.0,0.0,0.0,115.0,0.0,3.0,118.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189194,north west,kaduna,soba,rural,24.0,2019,1070,guinea corn (sorghum),0.4890500046312809,600.0,84000.0,84000.0,0.12226250115782022,0.12226250115782022,0.0,0.5,0.5,0.11038000136613846,0.11038000136613846,0.0,0.0,1.3187199868261814,1.3187199868261814,1.3187199868261814,159.0676,34.0704,31.2312,5.0,283.91998,234.7,518.62,500.0,3.0,11.0,1.0,1.0,1.0,254400.0,0.0,0.0,103.0,3.0,8.0,114.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189195,north west,kaduna,soba,rural,24.0,2019,1070,guinea corn (sorghum),0.4106089919805527,800.0,112000.0,112000.0,0.17950226366519928,0.17950226366519928,0.0,1.7481203079223633,1.7481203079223633,0.1378917619585991,0.1378917619585991,0.0,0.0,0.889458991587162,0.8747389912605286,0.8747389912605286,102.5,30.0,27.5,23.0,250.0,125.0,375.0,2300.0,0.0,4.0,1.0,0.0,1.0,73400.0,0.0,0.0,95.0,5.0,0.0,100.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189199,north west,kaduna,soba,rural,24.0,2019,1070,guinea corn (sorghum),0.15425999462604523,400.0,56000.0,56000.0,0.15425999462604523,0.15425999462604523,0.0,1.0,1.0,0.15425999462604523,0.15425999462604523,0.0,0.0,0.5094999969005585,0.5094999969005585,0.5094999969005585,210.0,48.0,44.0,0.0,400.0,300.0,700.0,0.0,3.0,18.0,1.0,1.0,1.0,0.0,0.0,0.0,50.0,29.0,0.0,79.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189200,north west,kaduna,soba,rural,24.0,2019,1070,guinea corn (sorghum),0.5036399960517883,700.0,98000.0,98000.0,0.16620120406150818,0.16620120406150818,0.0,0.33000001311302185,0.3333333432674408,0.16620120406150818,0.16620120406150818,14000.0,200.0,1.4013599753379822,1.4013599753379822,1.4013599753379822,197.0,24.0,22.0,8.0,200.0,350.0,550.0,800.0,0.0,0.0,1.0,0.0,0.0,74400.0,0.0,0.0,66.0,40.0,0.0,106.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189202,north west,kaduna,soba,rural,24.0,2019,1070,guinea corn (sorghum),0.24699999392032623,500.0,70000.0,65000.0,0.24699999392032623,0.24699999392032623,0.0,1.0,1.0,0.24699999392032623,0.24699999392032623,32500.0,500.0,0.6200100034475327,0.6200100034475327,0.6200100034475327,82.0,24.0,22.0,17.0,200.0,100.0,300.0,1700.0,0.0,3.0,1.0,0.0,1.0,82200.0,0.0,0.0,95.0,0.0,0.0,95.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189203,north west,kaduna,soba,rural,24.0,2019,1070,guinea corn (sorghum),0.152879998087883,100.0,14000.0,16000.0,0.152879998087883,0.152879998087883,0.0,1.0,1.0,0.152879998087883,0.152879998087883,4000.0,50.0,1.1546999961137772,1.1546999961137772,1.1546999961137772,5.94,3.96,3.63,10.0,33.0,0.0,33.0,1000.0,0.0,0.5,1.0,0.0,1.0,181200.0,0.0,0.0,17.0,4.0,4.0,25.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189209,north west,kaduna,zongon kataf,rural,1898.0,2019,1070,guinea corn (sorghum),0.19825999438762665,25.0,3500.0,0.0,0.06608666479587555,0.06608666479587555,0.0,0.3333333432674408,0.3333333432674408,0.06608666479587555,0.06608666479587555,0.0,0.0,0.19825999438762665,0.19825999438762665,0.19825999438762665,22.5,15.0,13.75,0.0,125.0,0.0,125.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,540000.0,0.0,5.0,20.0,25.0,50.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189213,north west,kaduna,zongon kataf,rural,1898.0,2019,1070,guinea corn (sorghum),0.2124200016260147,100.0,14000.0,14000.0,0.10621000081300735,0.05310500040650368,0.0,0.5,0.5,0.05310500040650368,0.10621000081300735,0.0,0.0,0.2124200016260147,0.2124200016260147,0.2124200016260147,32.0,6.0,5.5,0.0,50.0,50.0,100.0,0.0,1.0,2.0,1.0,1.0,1.0,13500.0,1008000.0,0.0,90.0,25.0,10.0,125.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
189216,north west,kaduna,zongon kataf,rural,1898.0,2019,1070,guinea corn (sorghum),0.5757399797439575,300.0,42000.0,42000.0,0.28786998987197876,0.28786998987197876,0.0,0.5,0.5,0.28786998987197876,0.28786998987197876,0.0,0.0,0.88673996925354,0.88673996925354,0.88673996925354,100.0,36.0,33.0,0.0,300.0,100.0,400.0,0.0,0.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,118.0,40.0,0.0,158.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
190081,north west,kano,garko,rural,934.0,2019,1070,guinea corn (sorghum),1.1418900191783905,694.3000030517578,111088.0,0.0,0.43134940415620804,0.2924929056316614,0.0,1.5164835304021835,1.5164835304021835,0.2924929056316614,0.43134940415620804,0.0,0.0,1.1539900191128254,1.1418900191783905,1.1418900191783905,13.5,9.0,8.25,32.5,75.0,0.0,75.0,3250.0,11.0,0.0,1.0,1.0,0.0,133500.0,0.0,0.0,44.0,4.0,0.0,48.0,1,,,26.64172843061956,46.21020218894009,51.020833333333336,,,0.0,0.0,0.0,0.0,0.0
190082,north west,kano,garko,rural,934.0,2019,1070,guinea corn (sorghum),0.48288198560476303,520.0,83200.0,83200.0,0.09947249852120876,0.09947249852120876,0.0,0.45000000298023224,0.45000000298023224,0.08499199897050858,0.08499199897050858,0.0,0.0,0.8632419798523188,0.8419019803404808,0.8419019803404808,68.0,30.0,27.5,72.5,250.0,50.0,300.0,7250.0,6.0,0.0,1.0,1.0,0.0,137200.0,0.0,0.0,15.0,2.0,5.0,22.0,1,,,26.64172843061956,46.21020218894009,51.020833333333336,,,0.0,0.0,0.0,0.0,0.0
190083,north west,kano,garko,rural,934.0,2019,1070,guinea corn (sorghum),0.3241499960422516,450.0,72000.0,72000.0,0.0810374990105629,0.0810374990105629,0.0,0.25,0.3333333432674408,0.0810374990105629,0.0810374990105629,0.0,0.0,0.5304999966174364,0.5093899965286255,0.5093899965286255,18.0,12.0,11.0,60.0,100.0,0.0,100.0,6000.0,2.0,0.0,1.0,1.0,0.0,48000.0,0.0,0.0,14.0,0.0,6.0,20.0,1,,,26.64172843061956,46.21020218894009,51.020833333333336,,,0.0,0.0,0.0,0.0,0.0
190084,north west,kano,garko,rural,934.0,2019,1070,guinea corn (sorghum),0.48659999668598175,600.0,96000.0,96000.0,0.21508663520216942,0.21508663520216942,0.0,0.7844827473163605,0.7844827771186829,0.17784500122070312,0.17784500122070312,0.0,0.0,0.7061699908226728,0.6761699914932251,0.6761699914932251,18.0,12.0,11.0,17.5,100.0,0.0,100.0,1750.0,0.0,1.0,1.0,0.0,1.0,456000.0,0.0,0.0,33.0,0.0,0.0,33.0,1,,,26.64172843061956,46.21020218894009,51.020833333333336,,,0.0,0.0,0.0,0.0,0.0
190085,north west,kano,garko,rural,934.0,2019,1070,guinea corn (sorghum),0.7607900202274323,250.0,40000.0,40000.0,0.25106072425842285,0.25106072425842285,0.0,0.6600000262260437,0.6959707140922546,0.25106072425842285,0.25106072425842285,0.0,0.0,1.1954760234802961,1.1654760241508484,1.1654760241508484,4.5,3.0,2.75,120.0,25.0,0.0,25.0,12000.0,3.0,0.0,1.0,1.0,0.0,750000.0,0.0,0.0,44.0,0.0,0.0,44.0,1,,,26.64172843061956,46.21020218894009,51.020833333333336,,,0.0,0.0,0.0,0.0,0.0
190086,north west,kano,garko,rural,934.0,2019,1070,guinea corn (sorghum),1.9130999743938446,700.0,112000.0,112000.0,1.092695191502571,1.092695191502571,0.0,1.5800000131130219,1.5833333432674408,1.092695191502571,1.092695191502571,0.0,0.0,2.7113800030201674,2.6813800036907196,2.6813800036907196,9.0,6.0,5.5,15.0,50.0,0.0,50.0,1500.0,3.0,0.0,1.0,1.0,0.0,510000.0,0.0,0.0,52.0,0.0,0.0,52.0,1,,,26.64172843061956,46.21020218894009,51.020833333333336,,,0.0,0.0,0.0,0.0,0.0
190087,north west,kano,garko,rural,934.0,2019,1070,guinea corn (sorghum),0.3035145029425621,250.0,40000.0,40000.0,0.16861917078495026,0.16861917078495026,0.0,1.3333333432674408,1.3333333432674408,0.16861917078495026,0.16861917078495026,0.0,0.0,0.42788600362837315,0.40468600392341614,0.40468600392341614,0.0,0.0,0.0,30.0,0.0,0.0,0.0,3000.0,1.0,0.0,0.0,1.0,0.0,60000.0,0.0,0.0,18.0,25.0,0.0,43.0,1,,,26.64172843061956,46.21020218894009,51.020833333333336,,,0.0,0.0,0.0,0.0,0.0
190088,north west,kano,garko,rural,934.0,2019,1070,guinea corn (sorghum),0.6988099962472916,1000.0,160000.0,160000.0,0.3063766658306122,0.3063766658306122,0.0,1.3333333432674408,1.3333333432674408,0.3063766658306122,0.3063766658306122,0.0,0.0,0.7212099954485893,0.6988099962472916,0.6988099962472916,26.25,6.0,5.5,30.0,50.0,37.5,87.5,3000.0,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,29.0,20.0,0.0,49.0,1,,,26.64172843061956,46.21020218894009,51.020833333333336,,,0.0,0.0,0.0,0.0,0.0
190089,north west,kano,garko,rural,934.0,2019,1070,guinea corn (sorghum),0.7385200262069702,800.0,128000.0,128000.0,0.3692600131034851,0.3692600131034851,0.0,0.5,0.5,0.3692600131034851,0.3692600131034851,0.0,0.0,0.7507200259715319,0.7385200262069702,0.7385200262069702,4.5,3.0,2.75,10.0,25.0,0.0,25.0,1000.0,3.0,0.0,1.0,1.0,0.0,350000.0,0.0,0.0,18.0,26.0,0.0,44.0,1,,,26.64172843061956,46.21020218894009,51.020833333333336,,,0.0,0.0,0.0,0.0,0.0
190090,north west,kano,garko,rural,934.0,2019,1070,guinea corn (sorghum),0.5867739915847778,700.0,116000.0,116000.0,0.2645203322172165,0.1363203376531601,0.0,1.8333333432674408,1.8333333432674408,0.057733334600925446,0.18593332916498184,0.0,0.0,0.6726679876446724,0.6502679884433746,0.6502679884433746,94.484,0.0,0.0,20.0,0.0,205.4,205.4,2000.0,0.0,0.0,1.0,0.0,0.0,33000.0,0.0,0.0,28.0,0.0,0.0,28.0,1,,,26.64172843061956,46.21020218894009,51.020833333333336,,,0.0,0.0,0.0,0.0,0.0
190131,north west,kano,dawakin tofa,rural,808.0,2019,1070,guinea corn (sorghum),0.47874999046325684,1300.0,208000.0,208000.0,0.47874999046325684,0.47874999046325684,0.0,1.0,1.0,0.47874999046325684,0.47874999046325684,0.0,0.0,1.5677300095558167,0.8877300024032593,0.8877300024032593,82.0,24.0,22.0,106.0,200.0,100.0,300.0,10600.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,16.0,16.0,57.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
190132,north west,kano,dawakin tofa,rural,808.0,2019,1070,guinea corn (sorghum),0.6614999771118164,500.0,80000.0,80000.0,0.3307499885559082,0.3307499885559082,0.0,0.5,0.5,0.3307499885559082,0.3307499885559082,0.0,0.0,0.6614999771118164,0.6614999771118164,0.6614999771118164,87.0,12.0,11.0,200.0,100.0,150.0,250.0,20000.0,0.0,0.0,1.0,0.0,0.0,888300.0,0.0,0.0,138.0,57.0,30.0,225.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
190133,north west,kano,dawakin tofa,rural,808.0,2019,1070,guinea corn (sorghum),0.4355600029230118,106.0,16960.0,0.0,0.19726700335741043,0.19726700335741043,0.0,0.9000000059604645,0.9000000059604645,0.19726700335741043,0.19726700335741043,0.0,0.0,0.6855600029230118,0.4355600029230118,0.4355600029230118,46.0,0.0,0.0,15.0,0.0,100.0,200.0,1500.0,0.0,0.0,1.0,0.0,0.0,34400.0,216000.0,0.0,104.0,19.0,0.0,123.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
190134,north west,kano,dawakin tofa,rural,808.0,2019,1070,guinea corn (sorghum),0.483800008893013,450.0,72000.0,72000.0,0.1680700033903122,0.1680700033903122,0.0,0.75,0.75,0.1680700033903122,0.1680700033903122,0.0,0.0,1.5431720167398453,1.2931720167398453,1.2931720167398453,81.0,54.0,49.5,17.5,450.0,0.0,450.0,1750.0,5.0,2.0,1.0,1.0,1.0,75000.0,368000.0,0.0,18.0,18.0,0.0,36.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
190135,north west,kano,dawakin tofa,rural,808.0,2019,1070,guinea corn (sorghum),0.2522999942302704,100.0,16000.0,16000.0,0.1261499971151352,0.1261499971151352,0.0,0.5,0.5,0.1261499971151352,0.1261499971151352,0.0,0.0,0.901539996266365,0.40153999626636505,0.40153999626636505,0.0,0.0,0.0,3.5,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,19200.0,0.0,0.0,8.0,6.0,6.0,20.0,1,,,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
