hhid,zone,state,lga,sector,ea,year,crop_code,crop_code_text,field_size,quant_harv_kg,value_harvest,value_harvest_hh,ha_planted,ha_harvest,number_trees_planted,percent_field,percent_inputs,ha_harv_yld,ha_plan_yld,sales_value,kgs_sold,land_size,farm_area,farm_size_agland,n_kg,p_kg,k_kg,n_org_kg,npk_kg,urea_kg,inorg_fert_kg,org_fert_kg,pest_kg,herb_kg,all_use_inorg_fert,use_pest,use_herb,annual_selfemp_profit,annual_salary,annual_salary_agwage,labor_family,labor_hired,labor_nonhired,total_labor_day,wave,plot_id_x,plot_id_y,t2m,rh2m,prectotcorr,year_former,actor1,conflict_event,total_fatalities,total_combined_fatalities,total_number_conflict_event,military_presence
50156,north east,bauchi,asari toro,rural,1304.0,2024,1070,guinea corn (sorghum),0.3441599905490875,50.0,25000.0,25000.0,0.206496000289917,0.206496000289917,0.0,0.6000000238418579,0.6000000238418579,0.206496000289917,0.206496000289917,0.0,0.0,1.1728599965572357,1.1728599965572357,1.1728599965572357,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1500.0,0.0,5.0,0.0,0.0,0.0,1044000.0,0.0,0.0,21.0,5.0,0.0,26.0,2,1.0,2.0,24.36011568409344,55.08424595229267,140.40833333333333,,,0.0,0.0,0.0,0.0,0.0
50157,north east,bauchi,asari toro,rural,1304.0,2024,1070,guinea corn (sorghum),0.6145000010728836,500.0,250000.0,250000.0,0.409510001540184,0.13513831049203873,0.0,1.5,1.5,0.13513831049203873,0.409510001540184,0.0,0.0,0.7657100008800626,0.7607100009918213,0.7607100009918213,23.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,5.0,0.0,27.0,2,1.0,1.0,24.36011568409344,55.08424595229267,140.40833333333333,,,0.0,0.0,0.0,0.0,0.0
50158,north east,bauchi,asari toro,rural,1304.0,2024,1070,guinea corn (sorghum),0.6653000116348267,500.0,250000.0,250000.0,0.24126264452934265,0.24126264452934265,0.0,0.36263737082481384,0.36263737082481384,0.24126264452934265,0.24126264452934265,0.0,0.0,0.6653000116348267,0.6653000116348267,0.6653000116348267,23.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,2.0,1.0,0.0,0.0,67500.0,0.0,0.0,28.0,3.0,0.0,31.0,2,1.0,1.0,24.36011568409344,55.08424595229267,140.40833333333333,,,0.0,0.0,0.0,0.0,0.0
50160,north east,bauchi,asari toro,rural,1304.0,2024,1070,guinea corn (sorghum),0.22824999690055847,100.0,50000.0,50000.0,0.06874999403953552,0.06874999403953552,0.0,0.3012048006057739,0.3012048006057739,0.06874999403953552,0.06874999403953552,0.0,0.0,0.4441699981689453,0.4441699981689453,0.4441699981689453,16.56,0.0,0.0,0.0,0.0,36.0,36.0,0.0,0.0,2.0,1.0,0.0,0.0,138000.0,0.0,0.0,8.0,5.0,0.0,13.0,2,1.0,2.0,24.36011568409344,55.08424595229267,140.40833333333333,,,0.0,0.0,0.0,0.0,0.0
50161,north east,bauchi,zaki,rural,1756.0,2024,1070,guinea corn (sorghum),9.744380235671997,1400.0,700000.0,630000.0,3.6105572879314423,2.6671066284179688,0.0,1.068335384130478,1.068335384130478,2.6671066284179688,3.6105572879314423,90000.0,200.0,9.75438023544848,9.744380235671997,9.744380235671997,82.0,24.0,22.0,35.0,200.0,100.0,300.0,3500.0,0.0,0.0,1.0,0.0,0.0,310000.0,0.0,0.0,51.0,3.0,0.0,54.0,2,1.0,3.0,26.998831108639227,45.43536015325671,92.6975,,,0.0,0.0,0.0,0.0,0.0
50162,north east,bauchi,zaki,rural,1756.0,2024,1070,guinea corn (sorghum),3.0630000233650208,1300.0,650000.0,585000.0,0.8047340139746666,0.603550523519516,0.0,0.8300000131130219,0.8333333432674408,0.603550523519516,0.8047340139746666,45000.0,100.0,3.0730000231415033,3.0630000233650208,3.0630000233650208,55.0,6.0,5.5,50.0,50.0,100.0,150.0,5000.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,110.0,2,1.0,3.0,26.998831108639227,45.43536015325671,92.6975,,,0.0,0.0,0.0,0.0,0.0
50163,north east,bauchi,zaki,rural,1756.0,2024,1070,guinea corn (sorghum),0.6846500039100647,300.0,150000.0,150000.0,0.34232500195503235,0.25674375891685486,0.0,0.5,0.5,0.25674375891685486,0.34232500195503235,0.0,0.0,1.0475100073963404,1.0375100076198578,1.0375100076198578,0.0,0.0,0.0,22.5,0.0,0.0,0.0,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,43.0,65.0,2,1.0,2.0,26.998831108639227,45.43536015325671,92.6975,,,0.0,0.0,0.0,0.0,0.0
50164,north east,bauchi,zaki,rural,1756.0,2024,1070,guinea corn (sorghum),1.6945800185203552,800.0,400000.0,400000.0,0.7009538114070892,0.7009538114070892,0.0,0.8374704420566559,0.8374704420566559,0.7009538114070892,0.7009538114070892,0.0,0.0,2.725810009986162,2.705810010433197,2.705810010433197,4.7886,0.0,0.0,233.0,0.0,10.41,10.41,23300.0,0.0,0.0,1.0,0.0,0.0,72000.0,0.0,0.0,47.0,0.0,0.0,47.0,2,2.0,4.0,26.998831108639227,45.43536015325671,92.6975,,,0.0,0.0,0.0,0.0,0.0
50165,north east,bauchi,zaki,rural,1756.0,2024,1070,guinea corn (sorghum),1.4848699867725372,600.0,300000.0,300000.0,0.683461993932724,0.4510849341750145,0.0,1.3499999940395355,1.3499999940395355,0.4510849341750145,0.683461993932724,0.0,0.0,1.499869986437261,1.4848699867725372,1.4848699867725372,92.0,0.0,0.0,200.0,0.0,200.0,200.0,20000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,8.0,4.0,41.0,2,2.0,4.0,26.998831108639227,45.43536015325671,92.6975,,,0.0,0.0,0.0,0.0,0.0
50166,north east,bauchi,zaki,rural,1756.0,2024,1070,guinea corn (sorghum),1.7566900253295898,300.0,150000.0,150000.0,0.684794083237648,0.22598206251859665,0.0,0.8069742918014526,0.806974321603775,0.22598206251859665,0.684794083237648,0.0,0.0,1.7666900251060724,1.7566900253295898,1.7566900253295898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,361800.0,0.0,0.0,41.0,0.0,0.0,41.0,2,1.0,1.0,26.998831108639227,45.43536015325671,92.6975,,,0.0,0.0,0.0,0.0,0.0
50167,north east,bauchi,zaki,rural,1756.0,2024,1070,guinea corn (sorghum),1.5719299912452698,800.0,400000.0,400000.0,0.7859649956226349,0.39298249781131744,0.0,1.0,1.1666666865348816,0.39298249781131744,0.7859649956226349,0.0,0.0,2.5014799628406763,2.4914799630641937,2.4914799630641937,0.0,0.0,0.0,77.0,0.0,0.0,0.0,7700.0,0.90000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,7.0,0.0,32.0,2,2.0,4.0,26.998831108639227,45.43536015325671,92.6975,,,0.0,0.0,0.0,0.0,0.0
50168,north east,bauchi,zaki,rural,1756.0,2024,1070,guinea corn (sorghum),2.6108500361442566,650.0,325000.0,325000.0,0.8897834867238998,0.8897834867238998,0.0,1.365939885377884,1.7092731893062592,0.8897834867238998,0.8897834867238998,0.0,0.0,2.615850036032498,2.6108500361442566,2.6108500361442566,0.0,0.0,0.0,156.0,0.0,0.0,0.0,15600.0,0.0,0.0,0.0,0.0,0.0,840000.0,0.0,0.0,31.0,27.0,0.0,58.0,2,1.0,2.0,26.998831108639227,45.43536015325671,92.6975,,,0.0,0.0,0.0,0.0,0.0
50169,north east,bauchi,zaki,rural,1756.0,2024,1070,guinea corn (sorghum),0.9122210219502449,300.0,150000.0,150000.0,0.35245078802108765,0.35245078802108765,0.0,0.9636363983154297,0.9636363983154297,0.35245078802108765,0.35245078802108765,0.0,0.0,2.618121006526053,2.611121006309986,2.611121006309986,80.5,0.0,0.0,153.0,0.0,175.0,175.0,15300.0,0.0,0.0,1.0,0.0,0.0,7400.0,0.0,0.0,33.0,30.0,0.0,63.0,2,2.0,4.0,26.998831108639227,45.43536015325671,92.6975,,,0.0,0.0,0.0,0.0,0.0
50170,north east,bauchi,zaki,rural,1756.0,2024,1070,guinea corn (sorghum),1.5606600046157837,900.0,450000.0,450000.0,0.4575593173503876,0.3240407407283783,0.0,0.5310479700565338,0.5310479700565338,0.3240407407283783,0.4575593173503876,0.0,0.0,1.565660004504025,1.5606600046157837,1.5606600046157837,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1200.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,0.0,33.0,2,1.0,1.0,26.998831108639227,45.43536015325671,92.6975,,,0.0,0.0,0.0,0.0,0.0
59013,north west,kaduna,jema a,rural,0.0,2024,1070,guinea corn (sorghum),0.4022499918937683,150.0,126000.0,75000.0,0.12825360894203186,0.12825360894203186,0.0,0.31884056329727173,0.3188405930995941,0.12825360894203186,0.12825360894203186,25000.0,50.0,0.4022499918937683,0.4022499918937683,0.4022499918937683,32.0,6.0,5.5,0.0,50.0,50.0,100.0,0.0,3.0,5.0,1.0,0.0,0.0,550000.0,0.0,0.0,35.0,3.0,9.0,47.0,2,1.0,1.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59015,north east,bauchi,bogoro,rural,246.0,2024,1070,guinea corn (sorghum),0.118709996342659,300.0,150000.0,150000.0,0.118709996342659,0.03917429968714714,0.0,1.0,1.0,0.03917429968714714,0.118709996342659,0.0,0.0,0.880929971113801,0.8709299713373184,0.8709299713373184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,0.0,34.0,2,1.0,2.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59016,north east,bauchi,bogoro,rural,246.0,2024,1070,guinea corn (sorghum),0.11793000251054764,800.0,400000.0,400000.0,0.05896500125527382,0.05896500125527382,0.0,0.5,0.5,0.05896500125527382,0.05896500125527382,0.0,0.0,0.4655200019478798,0.4655200019478798,0.4655200019478798,161.0,0.0,0.0,0.0,0.0,350.0,350.0,0.0,3.0,12.0,1.0,0.0,0.0,60000.0,780000.0,0.0,38.0,21.0,0.0,59.0,2,1.0,2.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59017,north east,bauchi,bogoro,rural,246.0,2024,1070,guinea corn (sorghum),0.12639999389648438,50.0,25000.0,25000.0,0.12639999389648438,0.06319999694824219,0.0,1.0,1.0,0.06319999694824219,0.12639999389648438,0.0,0.0,0.17548899445682764,0.17048899456858635,0.17048899456858635,3.96,2.64,2.42,0.0,22.0,0.0,22.0,0.0,0.0,2.0,1.0,0.0,0.0,60000.0,0.0,0.0,19.0,0.0,0.0,19.0,2,1.0,1.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59018,north east,bauchi,bogoro,rural,246.0,2024,1070,guinea corn (sorghum),0.27590999007225037,100.0,50000.0,50000.0,0.20693248510360718,0.13657544553279877,0.0,0.75,0.75,0.13657544553279877,0.20693248510360718,0.0,0.0,0.5229299962520599,0.5229299962520599,0.5229299962520599,23.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,34.0,2,1.0,1.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59022,north east,bauchi,bogoro,rural,246.0,2024,1070,guinea corn (sorghum),0.4100300073623657,50.0,40000.0,40000.0,0.4100300073623657,0.4100300073623657,0.0,1.0,1.0,0.4100300073623657,0.4100300073623657,0.0,0.0,0.6045340020209551,0.5945340022444725,0.5945340022444725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66000.0,0.0,0.0,39.0,0.0,0.0,39.0,2,1.0,3.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59023,north east,bauchi,bogoro,rural,246.0,2024,1070,guinea corn (sorghum),0.45166999101638794,300.0,150000.0,150000.0,0.18987400829792023,0.06265842169523239,0.0,0.42038217186927795,0.42038217186927795,0.06265842169523239,0.18987400829792023,0.0,0.0,1.04653999209404,1.04653999209404,1.04653999209404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,27.0,2,1.0,1.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59024,north east,bauchi,bogoro,rural,246.0,2024,1070,guinea corn (sorghum),0.17967000603675842,500.0,250000.0,250000.0,0.11858221143484116,0.0782642662525177,0.0,0.6600000262260437,0.6666666865348816,0.0782642662525177,0.11858221143484116,0.0,0.0,0.40016000904142857,0.390160009264946,0.390160009264946,161.0,0.0,0.0,0.0,0.0,350.0,350.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,21.0,4.0,51.0,2,1.0,1.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59025,north east,bauchi,dambam,rural,406.0,2024,1070,guinea corn (sorghum),2.794600009918213,100.0,50000.0,50000.0,0.8383800387382507,0.8383800387382507,0.0,0.30000001192092896,0.30000001192092896,0.8383800387382507,0.8383800387382507,0.0,0.0,3.7132800314575434,3.703280031681061,3.703280031681061,18.0,12.0,11.0,21.0,100.0,0.0,100.0,2100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,43.0,2,1.0,2.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59026,north east,bauchi,dambam,rural,406.0,2024,1070,guinea corn (sorghum),1.9457000494003296,50.0,25000.0,25000.0,0.5837100148200989,0.5837100148200989,0.0,0.30000001192092896,0.30000001192092896,0.5837100148200989,0.5837100148200989,0.0,0.0,5.694100125692785,5.686100125312805,5.686100125312805,36.0,24.0,22.0,22.5,200.0,0.0,200.0,2250.0,3.0,0.0,1.0,0.0,0.0,0.0,600000.0,0.0,29.0,3.0,0.0,32.0,2,3.0,3.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59027,north east,bauchi,dambam,rural,406.0,2024,1070,guinea corn (sorghum),2.204890012741089,100.0,50000.0,50000.0,0.661467045545578,0.1406097114086151,0.0,0.6000000238418579,0.6000000238418579,0.1406097114086151,0.661467045545578,0.0,0.0,2.2148900125175714,2.204890012741089,2.204890012741089,0.0,0.0,0.0,30.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,2.0,32.0,2,1.0,2.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59028,north east,bauchi,dambam,rural,406.0,2024,1070,guinea corn (sorghum),0.058549001812934875,150.0,75000.0,75000.0,0.04683920368552208,0.015456938184797764,0.0,0.800000011920929,0.800000011920929,0.0,0.0,0.0,0.0,3.3631490068510175,3.358149006962776,3.358149006962776,0.0,0.0,0.0,55.0,0.0,0.0,0.0,5500.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,22.0,2,1.0,1.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59030,north east,bauchi,dambam,rural,406.0,2024,1070,guinea corn (sorghum),0.195700004696846,50.0,25000.0,25000.0,0.059797223657369614,0.059797223657369614,0.0,0.3055555522441864,0.3055555522441864,0.059797223657369614,0.059797223657369614,0.0,0.0,1.2426299694925547,1.232629969716072,1.232629969716072,0.0,0.0,0.0,21.0,0.0,0.0,0.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,3.0,33.0,2,2.0,2.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59032,north east,bauchi,dambam,rural,406.0,2024,1070,guinea corn (sorghum),4.782360076904297,1300.0,650000.0,650000.0,1.434708058834076,0.809666208922863,0.0,1.2000000476837158,1.2000000476837158,0.809666208922863,1.434708058834076,0.0,0.0,4.7923600766807795,4.782360076904297,4.782360076904297,50.0,18.0,16.5,36.5,150.0,50.0,200.0,3650.0,2.0,0.0,1.0,0.0,0.0,960000.0,0.0,0.0,23.0,0.0,0.0,23.0,2,1.0,1.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59034,north east,bauchi,dambam,rural,406.0,2024,1070,guinea corn (sorghum),1.8681000471115112,300.0,150000.0,150000.0,0.5604300498962402,0.2802150249481201,0.0,0.30000001192092896,0.30000001192092896,0.2802150249481201,0.5604300498962402,0.0,0.0,2.8190900525078177,2.811090052127838,2.811090052127838,0.0,0.0,0.0,37.5,0.0,0.0,0.0,3750.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,0.0,30.0,2,2.0,2.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59035,north east,bauchi,dambam,rural,406.0,2024,1070,guinea corn (sorghum),1.1232700049877167,137.8000030517578,68900.001953125,68900.001953125,0.24606642872095108,0.24606642872095108,0.0,0.6904859393835068,0.6904859393835068,0.24606642872095108,0.24606642872095108,0.0,0.0,1.1332700047641993,1.1232700049877167,1.1232700049877167,18.0,12.0,11.0,20.0,100.0,0.0,100.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,2,2.0,4.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59036,north east,bauchi,dambam,rural,406.0,2024,1070,guinea corn (sorghum),1.9236199855804443,200.0,100000.0,100000.0,0.7694480419158936,0.3847240209579468,0.0,0.800000011920929,0.800000011920929,0.3847240209579468,0.7694480419158936,0.0,0.0,2.2310899971053004,2.2250899970531464,2.2250899970531464,0.0,0.0,0.0,37.5,0.0,0.0,0.0,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,22.0,2,2.0,3.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59040,north east,bauchi,dambam,rural,1162.0,2024,1070,guinea corn (sorghum),6.1458998918533325,1300.0,650000.0,650000.0,4.181563973426819,1.6031156182289124,0.0,2.19225811958313,2.1989247798919678,1.6031156182289124,4.181563973426819,0.0,0.0,6.150899891741574,6.1458998918533325,6.1458998918533325,0.0,0.0,0.0,57.5,0.0,0.0,0.0,5750.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,16.0,33.0,2,2.0,4.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59041,north east,bauchi,dambam,rural,1162.0,2024,1070,guinea corn (sorghum),3.5961999893188477,500.0,250000.0,250000.0,0.8990499973297119,0.8990499973297119,0.0,0.25,0.25,0.8990499973297119,0.8990499973297119,0.0,0.0,4.225919966585934,4.220919966697693,4.220919966697693,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,5.0,0.0,33.0,2,1.0,2.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59042,north east,bauchi,dambam,rural,1162.0,2024,1070,guinea corn (sorghum),1.1328999996185303,300.0,150000.0,150000.0,0.5664499998092651,0.3738570213317871,0.0,0.5,0.5,0.3738570213317871,0.5664499998092651,0.0,0.0,1.7934200167655945,1.7284200191497803,1.7284200191497803,0.0,0.0,0.0,32.5,0.0,0.0,0.0,3250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,24.0,2,2.0,2.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59043,north east,bauchi,dambam,rural,1162.0,2024,1070,guinea corn (sorghum),1.2558300197124481,500.0,250000.0,250000.0,0.5750934779644012,0.5750934779644012,0.0,1.016129046678543,1.016129046678543,0.5750934779644012,0.5750934779644012,0.0,0.0,1.2608300196006894,1.2558300197124481,1.2558300197124481,9.0,6.0,5.5,10.0,50.0,0.0,50.0,1000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,8.0,24.0,2,2.0,3.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59044,north east,bauchi,dambam,rural,1162.0,2024,1070,guinea corn (sorghum),0.7003399729728699,600.0,300000.0,300000.0,0.5252549648284912,0.17333415150642395,0.0,0.75,0.75,0.17333415150642395,0.5252549648284912,0.0,0.0,2.277340004220605,2.2673400044441223,2.2673400044441223,27.0,18.0,16.5,35.0,150.0,0.0,150.0,3500.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,12.0,28.0,2,2.0,2.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59046,north east,bauchi,dambam,rural,1162.0,2024,1070,guinea corn (sorghum),1.307800054550171,200.0,100000.0,100000.0,0.26156002283096313,0.13078001141548157,0.0,0.20000000298023224,0.20000000298023224,0.13078001141548157,0.26156002283096313,0.0,0.0,4.8996999356895685,4.889699935913086,4.889699935913086,0.0,0.0,0.0,22.5,0.0,0.0,0.0,2250.0,1.0,0.0,0.0,0.0,0.0,780000.0,0.0,0.0,14.0,8.0,4.0,26.0,2,1.0,1.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59047,north east,bauchi,dambam,rural,1162.0,2024,1070,guinea corn (sorghum),0.8119699954986572,400.0,200000.0,200000.0,0.48718202114105225,0.24359101057052612,0.0,0.6000000238418579,0.6000000238418579,0.24359101057052612,0.48718202114105225,0.0,0.0,1.8539699981920421,1.8464699983596802,1.8464699983596802,18.0,12.0,11.0,32.5,100.0,0.0,100.0,3250.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,9.0,0.0,36.0,2,2.0,3.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59048,north east,bauchi,dambam,rural,1162.0,2024,1070,guinea corn (sorghum),2.0035200119018555,800.0,400000.0,344000.0,1.148309051990509,0.6814843118190765,0.0,1.7000000476837158,1.7000000476837158,0.6814843118190765,1.148309051990509,129000.0,300.0,2.013520011678338,2.0035200119018555,2.0035200119018555,0.0,0.0,0.0,35.0,0.0,0.0,0.0,3500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,2,1.0,1.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59049,north east,bauchi,darazo,rural,1292.0,2024,1070,guinea corn (sorghum),2.2720999717712402,250.0,125000.0,125000.0,0.4544200003147125,0.4544200003147125,0.0,0.20000000298023224,0.20000000298023224,0.4544200003147125,0.4544200003147125,0.0,0.0,2.282099971547723,2.2720999717712402,2.2720999717712402,0.0,0.0,0.0,30.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,5.0,0.0,48.0,2,1.0,1.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59050,north east,bauchi,darazo,rural,1292.0,2024,1070,guinea corn (sorghum),3.5139999389648438,1000.0,500000.0,500000.0,1.0542000532150269,0.7906500101089478,0.0,0.30000001192092896,0.30000001192092896,0.7906500101089478,1.0542000532150269,0.0,0.0,3.9946099501103163,3.9901099503040314,3.9901099503040314,45.0,30.0,27.5,0.0,250.0,0.0,250.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,43.0,2,2.0,3.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59054,north east,bauchi,darazo,rural,1292.0,2024,1070,guinea corn (sorghum),1.4811699911952019,700.0,350000.0,350000.0,0.3800499960780144,0.20678819715976715,0.0,1.2000000029802322,1.2000000029802322,0.20678819715976715,0.3800499960780144,0.0,0.0,1.4861699910834432,1.4811699911952019,1.4811699911952019,82.0,24.0,22.0,13.5,200.0,100.0,300.0,1350.0,0.0,0.0,1.0,0.0,0.0,492000.0,0.0,0.0,21.0,10.0,4.0,35.0,2,1.0,2.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59056,north east,bauchi,darazo,rural,1292.0,2024,1070,guinea corn (sorghum),1.3595000505447388,100.0,50000.0,50000.0,0.4078500270843506,0.2039250135421753,0.0,0.30000001192092896,0.30000001192092896,0.2039250135421753,0.4078500270843506,0.0,0.0,1.36450005043298,1.3595000505447388,1.3595000505447388,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1250.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,2,2.0,2.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59059,north east,bauchi,darazo,rural,1292.0,2024,1070,guinea corn (sorghum),1.2479000091552734,1500.0,750000.0,750000.0,0.6642048954963684,0.4981536865234375,0.0,0.5322580933570862,0.5322580933570862,0.4981536865234375,0.6642048954963684,0.0,0.0,3.3670999705791473,2.967099964618683,2.967099964618683,123.0,36.0,33.0,0.0,300.0,150.0,450.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,12.0,6.0,46.0,2,2.0,4.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59063,north east,bauchi,darazo,rural,1716.0,2024,1070,guinea corn (sorghum),1.4156999588012695,1500.0,750000.0,750000.0,0.22542990744113922,0.11271495372056961,0.0,0.1592356562614441,0.1592356562614441,0.11271495372056961,0.22542990744113922,0.0,0.0,2.279699930921197,2.2696999311447144,2.2696999311447144,63.0,42.0,38.5,175.0,350.0,0.0,350.0,17500.0,7.0,0.0,1.0,0.0,0.0,909600.0,0.0,0.0,39.0,28.0,4.0,71.0,2,2.0,2.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59068,north east,bauchi,darazo,rural,1716.0,2024,1070,guinea corn (sorghum),2.612499952316284,700.0,350000.0,350000.0,0.5224999785423279,0.26124998927116394,0.0,0.20000000298023224,0.20000000298023224,0.26124998927116394,0.5224999785423279,0.0,0.0,6.6799999522045255,6.674999952316284,6.674999952316284,32.0,6.0,5.5,20.0,50.0,50.0,100.0,2000.0,2.0,0.0,1.0,0.0,0.0,960000.0,0.0,200000.0,43.0,0.0,0.0,43.0,2,1.0,1.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
59072,north east,bauchi,darazo,rural,1716.0,2024,1070,guinea corn (sorghum),2.2725000381469727,100.0,50000.0,50000.0,0.6817500591278076,0.3408750295639038,0.0,0.30000001192092896,0.30000001192092896,0.3408750295639038,0.6817500591278076,0.0,0.0,4.161599998362362,4.156599998474121,4.156599998474121,64.0,12.0,11.0,15.0,100.0,100.0,200.0,1500.0,2.0,0.0,1.0,0.0,0.0,840000.0,0.0,0.0,28.0,11.0,0.0,39.0,2,1.0,1.0,26.55906412532296,64.52221526442385,103.43658069024184,,,0.0,0.0,0.0,0.0,0.0
